frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.flags,ip.checksum,tcp.flags,tcp.checksum,alert,frame.year,frame.month,frame.day,frame.hour,frame.minute,frame.second,attack_probability,anomaly_score,alert_score,final_alert,shap_top_features
7,1,2,2,1,2,4804,24,13525,0,2026,8,16,0,2,36,0.18309626,0.4656,0.2961,0,"frame.protocols (-0.756), frame.second (-0.737), ip.checksum (-0.187)"
1,2,1,3,1,0,4804,2,45506,0,2026,8,16,0,2,37,0.071049795,0.512,0.2474,0,"frame.second (-0.987), ip.src (-0.762), eth.dst (-0.404)"
1,3,3,1,1,0,4804,24,45506,0,2026,8,16,0,2,38,0.0487543,0.476,0.2197,0,"eth.src (-0.976), frame.second (-0.868), tcp.flags (-0.386)"
7,3,1,3,2,0,4804,2,13525,0,2026,8,16,0,2,39,0.07297776,0.5257,0.2541,0,"tcp.flags (-0.536), frame.second (-0.530), ip.src (-0.516)"
7,1,3,1,1,0,4804,24,13525,0,2026,8,16,0,2,40,0.11452162,0.591,0.3051,0,"frame.protocols (-0.613), frame.second (-0.600), eth.dst (-0.395)"
7,1,2,3,2,2,4804,16,13525,0,2026,8,16,0,2,41,0.06294917,0.3379,0.1729,0,"ip.src (-1.227), tcp.flags (-0.365), eth.src (-0.277)"
2,1,3,3,1,2,42161,2,13525,1,2026,8,16,0,2,42,0.7395897,0.3746,0.5936,1,"eth.dst (+0.518), ip.dst (+0.310), tcp.flags (-0.250)"
2,2,2,2,3,0,42161,2,13525,0,2026,8,16,0,2,43,0.23394662,0.3474,0.2793,0,"ip.dst (-0.737), tcp.flags (-0.717), eth.src (+0.528)"
2,1,3,1,1,2,4804,2,45506,0,2026,8,16,0,2,44,0.36377123,0.5155,0.4244,0,"tcp.flags (-0.482), ip.dst (+0.324), eth.dst (-0.252)"
1,3,3,2,1,0,4804,16,45506,1,2026,8,16,0,2,45,0.6867068,0.318,0.5392,1,"eth.src (-0.543), tcp.flags (+0.380), frame.second (+0.298)"
2,3,3,1,3,0,42161,24,13525,0,2026,8,16,0,2,46,0.05472837,0.5086,0.2363,0,"eth.src (-0.840), eth.dst (-0.412), tcp.flags (-0.327)"
1,1,1,3,2,2,42161,16,45506,0,2026,8,16,0,2,47,0.1464056,0.2951,0.2059,0,"ip.src (-1.009), tcp.flags (-0.398), ip.flags (-0.327)"
1,1,1,3,2,0,42161,2,45506,1,2026,8,16,0,2,48,0.5365702,0.4642,0.5076,1,"frame.second (+0.535), ip.src (-0.447), tcp.flags (-0.216)"
2,3,2,1,1,0,42161,24,45506,0,2026,8,16,0,2,49,0.084115304,0.4431,0.2277,0,"eth.src (-0.906), tcp.flags (-0.538), frame.second (-0.358)"
2,2,2,2,3,2,4804,16,13525,0,2026,8,16,0,2,50,0.27110735,0.3419,0.2994,0,"ip.dst (-0.893), eth.src (+0.336), ip.flags (-0.261)"
2,1,1,2,2,0,42161,2,45506,1,2026,8,16,0,2,51,0.6765299,0.2574,0.5089,1,"frame.second (+0.423), ip.src (+0.373), tcp.flags (-0.334)"
7,1,2,2,1,0,4804,2,45506,1,2026,8,16,0,2,52,0.8679258,0.5287,0.7323,1,"frame.second (+0.629), ip.dst (+0.505), ip.src (+0.384)"
2,3,1,2,3,2,4804,16,45506,1,2026,8,16,0,2,53,0.6339357,0.428,0.5516,1,"ip.dst (-0.528), tcp.flags (+0.395), ip.src (+0.267)"
7,1,3,3,2,0,4804,16,13525,0,2026,8,16,0,2,54,0.11367097,0.6478,0.3273,0,"ip.src (-0.739), frame.second (-0.731), eth.src (-0.252)"
1,2,2,3,2,2,42161,16,45506,0,2026,8,16,0,2,55,0.11388519,0.2595,0.1721,0,"ip.src (-1.136), frame.second (-0.825), tcp.flags (-0.227)"
7,3,2,3,3,0,42161,2,45506,0,2026,8,16,0,2,56,0.023558224,0.6946,0.292,0,"frame.second (-0.897), tcp.flags (-0.735), ip.src (-0.601)"
2,1,1,3,3,2,4804,16,13525,0,2026,8,16,0,2,57,0.022809152,0.6668,0.2804,0,"ip.src (-1.234), ip.dst (-0.748), frame.second (-0.591)"
1,3,2,3,3,2,4804,2,13525,0,2026,8,16,0,2,58,0.09666565,0.7221,0.3468,0,"ip.src (-0.827), ip.dst (-0.666), tcp.flags (-0.414)"
1,1,2,2,3,2,4804,16,45506,0,2026,8,16,0,2,59,0.14555441,0.4615,0.2719,0,"ip.dst (-0.907), frame.protocols (-0.355), eth.src (-0.296)"
1,1,3,2,1,0,42161,2,45506,1,2026,8,16,0,3,0,0.7765914,0.5206,0.6742,1,"ip.dst (+0.549), frame.minute (+0.315), eth.dst (-0.243)"
7,1,2,2,3,2,4804,2,13525,0,2026,8,16,0,3,1,0.03853098,0.6937,0.3006,0,"frame.second (-0.927), ip.dst (-0.556), tcp.flags (-0.489)"
2,2,3,2,2,2,42161,24,13525,0,2026,8,16,0,3,2,0.07868584,0.3413,0.1837,0,"frame.second (-1.897), eth.dst (-0.628), frame.minute (-0.238)"
1,2,1,3,2,2,4804,16,13525,0,2026,8,16,0,3,3,0.016527401,0.4512,0.1904,0,"ip.src (-1.208), frame.second (-0.888), tcp.flags (-0.414)"
1,3,2,3,1,2,4804,16,13525,0,2026,8,16,0,3,4,0.06597532,0.5634,0.2649,0,"frame.second (-0.938), ip.src (-0.646), eth.src (-0.460)"
1,1,3,3,2,2,4804,2,13525,0,2026,8,16,0,3,5,0.15775897,0.7334,0.388,0,"frame.second (-0.806), ip.flags (-0.456), ip.checksum (-0.325)"
7,1,1,1,2,0,42161,2,13525,0,2026,8,16,0,3,6,0.112106316,0.6041,0.3089,0,"frame.protocols (-0.987), frame.second (-0.555), tcp.flags (-0.368)"
7,2,2,2,3,0,42161,2,13525,0,2026,8,16,0,3,7,0.096908525,0.5042,0.2598,0,"frame.protocols (-0.678), frame.second (-0.644), tcp.flags (-0.571)"
2,1,1,2,2,0,4804,24,45506,0,2026,8,16,0,3,8,0.33669814,0.4055,0.3642,0,"frame.second (-0.739), eth.src (+0.287), ip.checksum (-0.259)"
7,2,2,3,1,0,42161,24,13525,1,2026,8,16,0,3,9,0.8437886,0.588,0.7415,1,"tcp.flags (+0.599), frame.protocols (-0.536), frame.second (+0.419)"
1,1,1,2,3,0,4804,2,13525,1,2026,8,16,0,3,10,0.64371115,0.4973,0.5851,1,"frame.second (+0.859), ip.dst (-0.571), tcp.flags (-0.280)"
2,3,1,2,3,0,42161,16,45506,0,2026,8,16,0,3,11,0.12424568,0.3028,0.1957,0,"eth.src (-0.833), frame.second (-0.785), ip.dst (-0.309)"
1,1,3,3,1,0,42161,16,13525,0,2026,8,16,0,3,12,0.7519725,0.4968,0.6499,1,"ip.dst (+0.413), eth.dst (+0.341), frame.minute (+0.292)"
1,1,1,1,3,2,42161,24,13525,1,2026,8,16,0,3,13,0.8596275,0.4718,0.7045,1,"tcp.flags (+0.639), ip.src (+0.287), ip.checksum (+0.279)"
7,2,2,1,3,0,4804,24,45506,1,2026,8,16,0,3,14,0.64510006,0.5146,0.5929,1,"eth.src (+0.384), frame.minute (+0.314), eth.dst (+0.265)"
2,1,2,1,1,2,42161,2,13525,0,2026,8,16,0,3,15,0.358448,0.3012,0.3356,0,"tcp.flags (-0.677), ip.flags (-0.203), ip.dst (+0.169)"
7,1,3,3,3,2,42161,16,45506,1,2026,8,16,0,3,16,0.452926,0.6733,0.5411,1,"frame.second (+0.708), ip.src (-0.524), ip.dst (-0.297)"
7,2,2,2,1,0,4804,2,45506,0,2026,8,16,0,3,17,0.50006366,0.2683,0.4074,0,"frame.protocols (-0.580), tcp.flags (-0.451), ip.dst (+0.399)"
2,3,2,3,1,2,4804,24,45506,1,2026,8,16,0,3,18,0.75135183,0.3529,0.592,1,"frame.second (+0.671), tcp.flags (+0.563), frame.minute (+0.371)"
1,3,2,3,2,2,4804,16,45506,1,2026,8,16,0,3,19,0.4339348,0.2518,0.3611,0,"ip.src (-0.849), frame.second (+0.685), ip.checksum (-0.397)"
1,2,1,2,2,2,4804,16,13525,0,2026,8,16,0,3,20,0.19999155,0.1394,0.1758,0,"frame.protocols (-0.407), ip.checksum (-0.272), tcp.flags (-0.265)"
2,2,1,1,3,2,42161,24,45506,1,2026,8,16,0,3,21,0.9318868,0.3675,0.7061,1,"frame.second (+0.659), tcp.flags (+0.658), ip.dst (-0.488)"
1,2,2,1,3,0,42161,2,45506,0,2026,8,16,0,3,22,0.1859839,0.3732,0.2609,0,"ip.dst (-1.126), tcp.flags (-0.830), eth.src (+0.301)"
2,2,3,3,1,0,42161,2,13525,1,2026,8,16,0,3,23,0.9117032,0.3129,0.6722,1,"frame.second (+0.569), eth.dst (+0.449), ip.dst (+0.439)"
2,2,1,1,3,0,42161,16,45506,0,2026,8,16,0,3,24,0.5329559,0.2619,0.4245,0,"ip.dst (-0.669), eth.src (+0.437), ip.src (+0.333)"
7,3,3,3,1,0,42161,24,45506,1,2026,8,16,0,3,25,0.82265925,0.5562,0.7161,1,"frame.second (+0.539), tcp.flags (+0.514), frame.minute (+0.482)"
2,3,2,3,1,0,4804,16,45506,0,2026,8,16,0,3,26,0.099569164,0.3146,0.1856,0,"frame.second (-0.797), ip.src (-0.746), eth.src (-0.492)"
7,2,2,2,3,0,42161,24,45506,0,2026,8,16,0,3,27,0.31964242,0.202,0.2726,0,"frame.protocols (-0.557), ip.dst (-0.526), frame.second (-0.487)"
1,1,1,2,1,0,42161,2,13525,0,2026,8,16,0,3,28,0.27851254,0.3713,0.3156,0,"tcp.flags (-0.602), ip.dst (+0.261), eth.dst (-0.237)"
1,2,2,2,2,0,42161,24,45506,1,2026,8,16,0,3,29,0.91135675,0.0947,0.5847,1,"frame.second (+0.618), frame.minute (+0.420), eth.dst (+0.370)"
1,1,1,3,3,0,4804,2,13525,1,2026,8,16,0,3,30,0.119097516,0.6031,0.3127,0,"ip.dst (-0.686), ip.src (-0.537), tcp.flags (-0.306)"
1,2,2,2,2,0,4804,24,13525,1,2026,8,16,0,3,31,0.8492926,0.1344,0.5633,1,"frame.second (+0.416), eth.dst (+0.392), frame.minute (+0.375)"
7,2,2,1,3,2,42161,16,45506,1,2026,8,16,0,3,32,0.70679456,0.3472,0.563,1,"ip.src (+0.418), tcp.flags (+0.383), eth.src (+0.360)"
1,3,1,1,1,0,4804,2,45506,0,2026,8,16,0,3,33,0.09603714,0.4728,0.2467,0,"eth.src (-0.874), frame.second (-0.654), tcp.flags (-0.529)"
2,1,1,3,3,2,4804,16,45506,0,2026,8,16,0,3,34,0.063955,0.3841,0.192,0,"ip.src (-1.208), ip.dst (-0.594), tcp.flags (-0.311)"
2,1,1,3,2,2,4804,16,45506,0,2026,8,16,0,3,35,0.09635314,0.2671,0.1647,0,"ip.src (-1.276), tcp.flags (-0.429), ip.checksum (-0.221)"
2,3,2,2,1,2,4804,2,13525,0,2026,8,16,0,3,36,0.060805134,0.2582,0.1397,0,"eth.src (-0.962), frame.second (-0.814), tcp.flags (-0.591)"
7,3,2,3,3,2,4804,2,13525,0,2026,8,16,0,3,37,0.056749023,0.6595,0.2978,0,"tcp.flags (-0.658), frame.second (-0.493), ip.src (-0.434)"
1,3,3,3,3,0,4804,16,13525,0,2026,8,16,0,3,38,0.26943746,0.6261,0.4121,0,"ip.dst (-0.425), ip.checksum (-0.327), eth.dst (+0.245)"
1,3,1,1,3,2,4804,16,45506,0,2026,8,16,0,3,39,0.3091328,0.4554,0.3677,0,"ip.dst (-0.582), ip.src (+0.465), tcp.flags (+0.405)"
1,1,2,1,2,0,42161,16,13525,0,2026,8,16,0,3,40,0.27054778,0.2469,0.2611,0,"frame.second (-0.645), eth.src (-0.373), ip.src (+0.364)"
7,1,2,2,2,0,42161,16,45506,0,2026,8,16,0,3,41,0.15705128,0.2096,0.1781,0,"frame.second (-0.587), frame.protocols (-0.494), eth.src (-0.361)"
2,2,1,3,3,2,4804,2,45506,0,2026,8,16,0,3,42,0.1070331,0.4587,0.2477,0,"ip.src (-0.812), ip.dst (-0.786), tcp.flags (-0.550)"
2,2,3,3,1,0,42161,2,45506,1,2026,8,16,0,3,43,0.76951134,0.3247,0.5916,1,"eth.src (+0.468), eth.dst (+0.405), frame.minute (+0.360)"
1,3,1,1,1,2,42161,16,45506,1,2026,8,16,0,3,44,0.71753407,0.5775,0.6615,1,"ip.src (+0.582), eth.src (-0.492), tcp.flags (+0.390)"
2,3,3,3,2,2,4804,24,45506,1,2026,8,16,0,3,45,0.72930664,0.5482,0.6569,1,"eth.src (-0.413), frame.minute (+0.380), frame.second (+0.282)"
2,3,2,1,1,0,42161,24,13525,0,2026,8,16,0,3,46,0.08009992,0.3629,0.1932,0,"eth.src (-0.993), frame.second (-0.640), tcp.flags (-0.413)"
7,2,3,2,2,0,4804,2,13525,0,2026,8,16,0,3,47,0.54221904,0.4085,0.4887,0,"frame.protocols (-0.626), frame.second (+0.586), eth.src (+0.432)"
7,2,2,1,3,2,4804,16,45506,1,2026,8,16,0,3,48,0.83466005,0.4595,0.6846,1,"frame.second (+0.544), tcp.flags (+0.520), ip.src (+0.453)"
7,2,1,3,2,0,4804,16,13525,0,2026,8,16,0,3,49,0.20785226,0.4062,0.2872,0,"ip.src (-1.161), frame.second (+0.447), eth.dst (-0.294)"
7,2,1,2,2,0,42161,2,45506,0,2026,8,16,0,3,50,0.26905733,0.4,0.3215,0,"frame.protocols (-0.652), tcp.flags (-0.502), frame.second (+0.291)"
1,2,1,1,3,0,42161,24,45506,0,2026,8,16,0,3,51,0.3856689,0.4117,0.3961,0,"ip.dst (-0.586), frame.second (-0.324), ip.checksum (+0.269)"
7,2,3,1,1,2,42161,24,45506,0,2026,8,16,0,3,52,0.1435246,0.6303,0.3383,0,"frame.protocols (-0.586), eth.dst (-0.434), frame.second (-0.371)"
2,2,2,2,2,2,42161,24,13525,0,2026,8,16,0,3,53,0.19609815,0.2101,0.2017,0,"frame.second (-1.353), frame.protocols (-0.192), eth.src (+0.158)"
1,3,1,2,2,0,4804,2,45506,0,2026,8,16,0,3,54,0.110568546,0.3608,0.2106,0,"tcp.flags (-0.529), frame.second (-0.511), eth.src (-0.445)"
2,3,1,1,3,0,4804,24,45506,0,2026,8,16,0,3,55,0.030021962,0.5693,0.2457,0,"frame.second (-1.038), ip.dst (-0.761), ip.flags (-0.552)"
2,3,2,3,1,0,42161,2,13525,0,2026,8,16,0,3,56,0.0719479,0.5557,0.2655,0,"frame.second (-0.963), ip.src (-0.684), tcp.flags (-0.447)"
2,3,1,1,2,0,4804,2,13525,0,2026,8,16,0,3,57,0.21816005,0.5917,0.3676,0,"frame.second (-0.542), ip.flags (-0.502), ip.src (+0.375)"
7,2,2,2,3,0,4804,16,13525,1,2026,8,16,0,3,58,0.6879927,0.4825,0.6058,1,"ip.dst (-0.414), frame.protocols (+0.413), tcp.flags (+0.293)"
7,1,2,1,2,2,42161,24,45506,0,2026,8,16,0,3,59,0.42188573,0.6095,0.4969,0,"frame.protocols (-0.450), ip.flags (+0.233), tcp.flags (+0.160)"
1,2,2,2,3,0,4804,2,45506,0,2026,8,16,0,4,0,0.15258919,0.5286,0.303,0,"ip.dst (-0.880), ip.checksum (-0.396), tcp.flags (-0.316)"
1,1,2,2,1,2,42161,24,13525,1,2026,8,16,0,4,1,0.8550979,0.4429,0.6902,1,"eth.dst (+0.510), tcp.flags (+0.479), frame.second (-0.419)"
7,3,2,3,1,0,4804,24,45506,0,2026,8,16,0,4,2,0.059838288,0.6212,0.2844,0,"frame.second (-1.317), eth.src (-0.555), frame.protocols (-0.390)"
2,2,3,2,1,2,42161,16,13525,0,2026,8,16,0,4,3,0.12801021,0.221,0.1652,0,"frame.second (-1.231), eth.dst (-0.519), eth.src (+0.291)"
1,3,1,2,1,0,4804,24,13525,0,2026,8,16,0,4,4,0.041366044,0.501,0.2252,0,"eth.src (-1.112), frame.second (-1.082), ip.checksum (-0.285)"
7,2,3,3,2,2,4804,16,45506,0,2026,8,16,0,4,5,0.023328617,0.6618,0.2787,0,"frame.second (-1.395), ip.src (-0.726), frame.protocols (-0.449)"
7,3,1,2,2,0,42161,2,45506,0,2026,8,16,0,4,6,0.030927336,0.5085,0.222,0,"frame.second (-0.994), frame.protocols (-0.776), eth.src (-0.748)"
7,1,3,3,1,2,42161,24,13525,1,2026,8,16,0,4,7,0.10402597,0.6627,0.3275,0,"frame.second (-1.172), frame.protocols (-0.760), frame.minute (-0.414)"
2,1,2,3,1,2,42161,2,13525,0,2026,8,16,0,4,8,0.1776906,0.3271,0.2375,0,"ip.src (-0.575), frame.second (-0.574), tcp.flags (-0.437)"
7,1,1,2,1,2,42161,24,13525,0,2026,8,16,0,4,9,0.24083921,0.5392,0.3602,0,"frame.protocols (-0.995), tcp.flags (+0.331), frame.minute (-0.294)"
7,2,1,2,2,2,4804,2,13525,0,2026,8,16,0,4,10,0.095335424,0.4819,0.25,0,"frame.protocols (-0.776), tcp.flags (-0.540), frame.second (-0.417)"
7,1,3,1,1,2,4804,24,45506,0,2026,8,16,0,4,11,0.04199006,0.7209,0.3135,0,"frame.second (-1.055), frame.protocols (-0.919), eth.dst (-0.629)"
7,2,3,3,1,2,42161,24,13525,0,2026,8,16,0,4,12,0.16904373,0.5546,0.3233,0,"frame.second (-0.750), frame.protocols (-0.695), frame.minute (-0.411)"
1,1,1,1,1,0,4804,24,13525,0,2026,8,16,0,4,13,0.34510323,0.4994,0.4068,0,"frame.second (-0.584), ip.flags (-0.407), ip.dst (+0.278)"
1,1,3,2,3,2,42161,24,13525,0,2026,8,16,0,4,14,0.50759405,0.3056,0.4268,0,"eth.dst (-0.610), tcp.flags (+0.514), ip.dst (-0.404)"
7,2,3,1,1,0,42161,24,45506,0,2026,8,16,0,4,15,0.16815339,0.4539,0.2825,0,"eth.dst (-0.671), frame.protocols (-0.557), eth.src (+0.277)"
2,2,3,3,3,0,4804,24,45506,0,2026,8,16,0,4,16,0.064505056,0.4743,0.2284,0,"ip.dst (-0.794), ip.checksum (-0.460), ip.src (-0.429)"
1,1,2,1,3,0,4804,24,13525,0,2026,8,16,0,4,17,0.14969613,0.4745,0.2796,0,"ip.dst (-1.053), ip.checksum (-0.468), ip.flags (-0.277)"
7,2,2,3,1,0,42161,24,45506,1,2026,8,16,0,4,18,0.84680444,0.3303,0.6402,1,"frame.second (+0.792), tcp.flags (+0.528), eth.dst (+0.328)"
1,1,3,2,3,0,42161,24,45506,0,2026,8,16,0,4,19,0.20855238,0.3352,0.2592,0,"ip.dst (-0.771), eth.dst (-0.573), ip.checksum (+0.378)"
1,2,3,2,1,2,42161,2,45506,0,2026,8,16,0,4,20,0.5765197,0.2211,0.4343,0,"ip.dst (+0.399), tcp.flags (-0.391), eth.src (+0.262)"
2,3,2,3,2,2,4804,16,13525,0,2026,8,16,0,4,21,0.11685329,0.2302,0.1622,0,"ip.src (-0.781), tcp.flags (-0.402), eth.src (-0.354)"
7,3,2,2,2,2,4804,24,13525,1,2026,8,16,0,4,22,0.7195644,0.4319,0.6045,1,"frame.second (+0.918), eth.src (-0.529), tcp.flags (+0.490)"
7,3,1,2,2,0,4804,16,45506,0,2026,8,16,0,4,23,0.20940208,0.3369,0.2604,0,"eth.src (-0.536), ip.checksum (-0.237), eth.dst (-0.141)"
2,3,1,2,2,2,4804,24,13525,0,2026,8,16,0,4,24,0.43681604,0.266,0.3685,0,"eth.src (-1.003), tcp.flags (+0.550), frame.second (+0.351)"
2,3,2,2,3,2,42161,24,13525,1,2026,8,16,0,4,25,0.73640496,0.2774,0.5528,1,"tcp.flags (+0.814), eth.src (-0.706), ip.checksum (+0.389)"
7,1,3,3,1,2,42161,2,45506,1,2026,8,16,0,4,26,0.22462063,0.6862,0.4093,0,"frame.protocols (-0.533), frame.second (-0.361), tcp.flags (-0.332)"
7,3,3,1,1,2,42161,2,45506,0,2026,8,16,0,4,27,0.07427103,0.5933,0.2819,0,"frame.second (-0.625), eth.src (-0.614), tcp.flags (-0.440)"
2,3,3,1,1,2,42161,16,13525,0,2026,8,16,0,4,28,0.0882954,0.3045,0.1748,0,"eth.src (-1.002), eth.dst (-0.534), frame.second (-0.338)"
1,3,3,2,2,0,42161,2,45506,1,2026,8,16,0,4,29,0.6596813,0.2481,0.4951,0,"frame.second (+0.567), eth.src (-0.426), frame.minute (+0.314)"
1,3,1,1,2,2,42161,2,13525,1,2026,8,16,0,4,30,0.6987338,0.4804,0.6114,1,"eth.src (-0.546), ip.src (+0.422), tcp.flags (-0.394)"
2,2,2,1,1,0,4804,16,13525,1,2026,8,16,0,4,31,0.9455674,0.256,0.6697,1,"eth.src (+0.591), ip.src (+0.581), ip.dst (+0.414)"
1,1,3,2,2,0,4804,2,45506,0,2026,8,16,0,4,32,0.17280972,0.3432,0.241,0,"tcp.flags (-0.384), ip.checksum (-0.275), frame.second (-0.258)"
2,3,1,2,1,0,42161,24,13525,0,2026,8,16,0,4,33,0.10471638,0.4214,0.2314,0,"eth.src (-1.053), frame.second (-0.331), ip.flags (-0.308)"
1,3,3,1,1,0,42161,16,13525,0,2026,8,16,0,4,34,0.15218157,0.3415,0.2279,0,"eth.src (-0.753), eth.dst (-0.429), frame.second (-0.384)"
1,3,2,3,1,0,4804,16,45506,1,2026,8,16,0,4,35,0.07958561,0.2105,0.132,0,"ip.src (-0.851), frame.second (-0.800), eth.src (-0.376)"
7,1,1,2,1,2,4804,24,45506,0,2026,8,16,0,4,36,0.0883905,0.6444,0.3108,0,"frame.protocols (-0.895), frame.second (-0.843), frame.minute (-0.284)"
7,2,2,3,1,2,4804,2,45506,0,2026,8,16,0,4,37,0.05999166,0.4326,0.2091,0,"ip.src (-0.796), frame.second (-0.656), frame.protocols (-0.532)"
1,1,2,1,1,2,4804,16,13525,1,2026,8,16,0,4,38,0.824811,0.3366,0.6295,1,"ip.src (+0.708), ip.dst (+0.407), tcp.flags (+0.211)"
1,2,1,2,1,0,42161,16,45506,0,2026,8,16,0,4,39,0.35505074,0.1521,0.2739,0,"frame.second (-0.625), eth.src (+0.384), eth.dst (-0.312)"
7,3,1,3,2,2,42161,24,45506,1,2026,8,16,0,4,40,0.47122872,0.5159,0.4891,0,"tcp.flags (+0.728), frame.protocols (-0.382), frame.minute (-0.270)"
7,3,1,2,1,2,42161,24,45506,0,2026,8,16,0,4,41,0.099847235,0.5149,0.2659,0,"eth.src (-0.548), frame.protocols (-0.520), frame.second (-0.457)"
7,1,1,1,1,0,42161,2,45506,0,2026,8,16,0,4,42,0.077616565,0.6863,0.3211,0,"tcp.flags (-0.605), frame.protocols (-0.508), frame.second (-0.444)"
2,1,1,3,2,0,42161,16,13525,0,2026,8,16,0,4,43,0.06399835,0.388,0.1936,0,"ip.src (-1.104), tcp.flags (-0.492), eth.src (-0.367)"
1,2,1,1,2,0,4804,2,13525,1,2026,8,16,0,4,44,0.69981384,0.2802,0.532,1,"eth.src (+0.513), ip.src (+0.509), tcp.flags (-0.266)"
7,2,1,1,2,0,42161,2,45506,0,2026,8,16,0,4,45,0.1479737,0.5104,0.293,0,"frame.protocols (-0.803), tcp.flags (-0.538), eth.src (+0.435)"
1,1,3,2,1,2,4804,24,13525,0,2026,8,16,0,4,46,0.5090139,0.4865,0.5,0,"ip.dst (+0.241), eth.dst (-0.228), eth.src (+0.198)"
2,2,2,3,3,0,42161,16,45506,1,2026,8,16,0,4,47,0.6118634,0.1524,0.4281,0,"frame.second (+0.851), ip.src (-0.808), ip.dst (-0.422)"
2,1,1,1,3,0,42161,16,45506,0,2026,8,16,0,4,48,0.30815226,0.3882,0.3402,0,"ip.dst (-0.462), eth.src (-0.296), ip.flags (-0.194)"
7,2,3,1,2,2,42161,16,13525,0,2026,8,16,0,4,49,0.277334,0.4625,0.3514,0,"frame.minute (-0.539), frame.protocols (-0.476), eth.dst (-0.394)"
2,1,3,3,3,2,42161,24,13525,0,2026,8,16,0,4,50,0.20301415,0.5714,0.3504,0,"frame.second (-0.722), ip.dst (-0.547), tcp.flags (+0.326)"
1,1,3,1,2,0,42161,24,45506,0,2026,8,16,0,4,51,0.32232627,0.3505,0.3336,0,"eth.dst (-0.512), ip.flags (-0.209), frame.minute (-0.194)"
7,1,2,1,1,2,4804,24,45506,0,2026,8,16,0,4,52,0.21962717,0.7005,0.412,0,"frame.protocols (-0.622), tcp.flags (-0.419), ip.dst (+0.290)"
1,2,1,3,3,0,4804,24,13525,0,2026,8,16,0,4,53,0.019436352,0.5435,0.2291,0,"frame.second (-0.875), ip.dst (-0.868), ip.src (-0.712)"
1,2,3,3,1,0,4804,24,45506,0,2026,8,16,0,4,54,0.2428556,0.5783,0.377,0,"ip.dst (+0.654), frame.second (-0.516), ip.src (-0.507)"
2,2,2,3,3,2,42161,16,13525,0,2026,8,16,0,4,55,0.049940072,0.3687,0.1775,0,"ip.src (-1.116), frame.second (-0.899), ip.dst (-0.542)"
2,1,2,3,1,2,42161,2,45506,0,2026,8,16,0,4,56,0.19248277,0.4899,0.3115,0,"ip.src (-0.844), ip.dst (+0.564), frame.second (-0.480)"
2,2,2,2,3,0,4804,16,45506,0,2026,8,16,0,4,57,0.072289005,0.2684,0.1507,0,"frame.second (-1.223), ip.dst (-0.880), ip.flags (-0.372)"
2,2,3,3,1,0,42161,2,13525,0,2026,8,16,0,4,58,0.20984802,0.5082,0.3292,0,"frame.second (-0.977), ip.dst (+0.467), ip.src (-0.457)"
2,1,1,2,1,0,42161,24,13525,0,2026,8,16,0,4,59,0.45788696,0.5568,0.4974,0,"ip.flags (-0.353), ip.dst (+0.317), frame.second (-0.303)"
7,3,3,2,3,2,4804,2,13525,0,2026,8,16,0,5,0,0.032041587,0.7957,0.3375,0,"frame.second (-1.028), ip.dst (-0.493), eth.src (-0.394)"
1,1,3,2,1,0,42161,16,13525,0,2026,8,16,0,5,1,0.29894832,0.4215,0.348,0,"frame.second (-0.640), eth.dst (-0.456), ip.dst (+0.378)"
1,2,1,1,1,0,4804,16,13525,0,2026,8,16,0,5,2,0.47745112,0.5147,0.4923,0,"frame.second (-0.824), ip.src (+0.815), ip.dst (+0.269)"
1,1,1,2,1,0,42161,2,13525,1,2026,8,16,0,5,3,0.73227817,0.4718,0.6281,1,"eth.src (+0.321), ip.dst (+0.273), frame.minute (+0.192)"
1,3,1,2,3,0,4804,24,13525,0,2026,8,16,0,5,4,0.037582576,0.5638,0.2481,0,"frame.second (-0.937), eth.src (-0.864), ip.checksum (-0.548)"
2,1,2,1,3,0,42161,24,45506,1,2026,8,16,0,5,5,0.8888678,0.532,0.7461,1,"ip.src (+0.427), frame.second (+0.383), eth.dst (+0.362)"
1,2,1,1,1,2,42161,16,45506,1,2026,8,16,0,5,6,0.73623025,0.4059,0.6041,1,"ip.src (+0.768), frame.second (-0.535), eth.src (+0.364)"
7,3,3,1,1,0,4804,2,45506,0,2026,8,16,0,5,7,0.17210291,0.7601,0.4073,0,"frame.second (-0.872), eth.src (-0.634), frame.protocols (-0.421)"
7,2,1,3,3,0,42161,24,13525,0,2026,8,16,0,5,8,0.21298207,0.7488,0.4273,0,"frame.second (-0.853), ip.src (-0.594), frame.protocols (-0.437)"
1,3,3,1,3,0,42161,24,13525,0,2026,8,16,0,5,9,0.09384055,0.5674,0.2832,0,"eth.src (-0.836), eth.dst (-0.725), ip.dst (-0.396)"
1,3,2,1,1,0,4804,16,13525,1,2026,8,16,0,5,10,0.8507439,0.4619,0.6952,1,"eth.src (-0.718), eth.dst (+0.470), ip.src (+0.417)"
7,1,3,2,1,2,42161,24,45506,0,2026,8,16,0,5,11,0.12249674,0.4937,0.271,0,"frame.second (-0.941), frame.protocols (-0.834), eth.dst (-0.434)"
7,1,3,1,1,2,4804,2,13525,0,2026,8,16,0,5,12,0.05499274,0.684,0.3066,0,"frame.second (-1.188), frame.protocols (-0.640), eth.dst (-0.521)"
